Name,Neck Twist,Torso Twist,Shoulder Twist_R,Shoulder Flexion_R,F1,Shoulder abduction_R,neck right,Wrist Twist_R,Wrist Right.001_R,Torso Bend,Wrist Right_R,Wrist servo_R,neck left,F2,F3,Blank,Wrist servo_L.001,Wrist Right_L.001,Shoulder Twist_L.001,Shoulder abduction_L.001,Wrist Right.001_L.001,Wrist Twist_L.001,F1,F2,F3,Shoulder Flexion_L.001
Position_272,17,65,67,53,,39,47,50,31,50,29,100,53,,,,89,64,63,20,49,49,,,,99
Position_273,17,66,67,53,,39,48,50,31,50,29,100,52,,,,89,64,63,20,49,49,,,,99
Position_274,17,66,67,53,,39,48,50,31,50,30,100,52,,,,88,65,63,20,50,49,,,,99
Position_275,17,66,67,53,,39,49,50,31,50,30,100,51,,,,88,65,63,20,50,49,,,,99
Position_276,17,66,67,53,,39,50,50,32,50,30,100,50,,,,88,65,63,20,50,50,,,,99
Position_277,17,66,67,53,,39,50,50,32,50,31,99,50,,,,88,65,63,20,50,50,,,,99
Position_278,17,66,67,53,,39,51,50,33,50,31,97,49,,,,88,66,63,20,50,50,,,,100
Position_279,17,66,67,53,,39,52,50,34,50,32,96,48,,,,88,66,63,20,50,50,,,,100
Position_280,18,66,67,53,,39,52,50,35,50,33,94,48,,,,88,66,63,20,51,50,,,,100
Position_281,18,66,67,53,,39,53,50,35,50,33,92,47,,,,88,66,63,20,51,51,,,,100
Position_282,18,66,67,53,,39,54,50,36,50,34,90,46,,,,88,66,63,20,51,51,,,,100
Position_283,18,66,67,53,,39,54,50,37,50,35,88,46,,,,88,66,63,20,51,51,,,,100
Position_284,18,66,67,53,,39,55,50,39,50,36,86,45,,,,88,67,63,20,51,51,,,,100
Position_285,18,66,67,53,,39,56,50,40,50,37,84,44,,,,88,67,63,20,51,51,,,,100
Position_286,19,66,67,53,,39,56,50,41,50,38,81,44,,,,88,67,63,20,51,52,,,,100
Position_287,19,66,67,53,,39,57,50,42,50,38,79,43,,,,87,67,63,20,51,52,,,,100
Position_288,19,66,67,53,,39,57,50,43,50,39,76,43,,,,87,67,63,20,52,52,,,,100
Position_289,19,66,67,53,,39,57,50,44,50,40,74,43,,,,87,67,63,20,52,52,,,,100
Position_290,20,66,67,53,,39,58,50,45,50,41,71,42,,,,87,67,63,20,52,52,,,,100
Position_291,20,67,67,53,,39,58,50,47,50,42,69,42,,,,87,68,63,20,52,53,,,,100
Position_292,20,67,67,53,,39,58,50,48,50,43,66,42,,,,87,68,63,20,52,53,,,,100
Position_293,21,67,67,52,,39,58,50,49,50,44,64,42,,,,87,68,63,20,52,53,,,,100
Position_294,21,67,66,52,,39,58,50,50,50,45,61,42,,,,87,68,63,20,52,53,,,,100
Position_295,22,67,66,52,,40,58,50,51,50,46,59,42,,,,87,68,63,20,52,53,,,,100
Position_296,22,67,66,52,,40,58,50,52,50,46,57,42,,,,87,68,62,20,52,53,,,,100
Position_297,22,67,66,51,,40,58,50,53,50,47,55,42,,,,87,68,62,20,52,53,,,,100
Position_298,23,67,66,51,,41,58,50,54,50,48,53,42,,,,87,68,62,20,52,53,,,,100
Position_299,23,67,66,50,,41,58,50,55,50,48,51,42,,,,87,68,62,20,52,54,,,,100
Position_300,24,67,65,50,,42,58,50,56,50,49,50,42,,,,87,68,62,20,52,54,,,,100
Position_301,24,67,65,49,,42,58,50,56,50,49,49,42,,,,87,68,62,20,52,54,,,,100
Position_302,25,67,65,49,,43,58,50,57,50,50,48,42,,,,87,68,62,20,52,54,,,,100
Position_303,25,67,65,48,,43,57,50,58,50,50,47,43,,,,87,68,62,20,52,54,,,,100
Position_304,26,66,64,48,,44,57,50,58,50,50,47,43,,,,87,68,62,20,52,54,,,,100
Position_305,26,66,64,47,,44,57,50,58,50,51,46,43,,,,87,68,62,20,52,54,,,,100
Position_306,27,66,64,46,,45,57,50,59,50,51,46,43,,,,87,68,61,20,52,54,,,,100
Position_307,27,66,63,46,,46,57,50,59,50,51,46,43,,,,87,68,61,20,52,54,,,,100
Position_308,28,66,63,45,,47,56,50,59,50,51,46,44,,,,87,67,61,20,52,54,,,,100
Position_309,29,66,63,44,,47,56,50,59,50,51,46,44,,,,87,67,61,20,52,54,,,,100
Position_310,29,65,62,43,,48,56,50,59,50,51,46,44,,,,87,67,61,20,52,54,,,,99
Position_311,30,65,62,42,,49,56,50,58,50,51,46,44,,,,87,67,61,19,52,54,,,,99
Position_312,30,65,61,42,,50,56,50,58,50,51,46,44,,,,88,66,61,19,52,54,,,,99
Position_313,31,65,61,41,,51,55,50,58,50,51,45,45,,,,88,66,61,19,52,54,,,,99
Position_314,31,64,61,40,,52,55,50,58,50,51,45,45,,,,88,66,60,19,52,54,,,,99
Position_315,32,64,60,39,,53,55,50,58,50,51,44,45,,,,88,65,60,19,52,54,,,,99
Position_316,32,64,60,38,,54,55,50,58,50,51,44,45,,,,88,65,60,19,52,54,,,,99
Position_317,33,63,59,37,,55,55,50,58,50,51,43,45,,,,88,65,60,19,52,54,,,,99
Position_318,34,63,59,36,,56,55,50,58,50,51,42,45,,,,88,64,60,19,52,53,,,,99
Position_319,34,63,58,35,,56,56,50,57,50,51,42,44,,,,89,64,60,19,52,53,,,,98
Position_320,35,62,58,34,,57,57,50,57,50,51,41,43,,,,89,64,60,19,52,53,,,,98
Position_321,35,62,57,33,,58,57,50,57,50,51,40,43,,,,89,63,59,18,52,53,,,,98
Position_322,36,62,57,32,,59,58,50,57,50,51,39,42,,,,89,63,59,18,52,53,,,,98
Position_323,37,61,57,31,,60,60,50,57,50,51,38,40,,,,89,62,59,18,52,53,,,,98
Position_324,37,61,56,30,,61,61,50,57,50,51,37,39,,,,89,62,59,18,52,53,,,,98
Position_325,38,60,56,29,,62,62,50,56,50,51,36,38,,,,90,61,59,18,52,53,,,,98
Position_326,38,60,55,28,,64,63,50,56,50,51,35,37,,,,90,61,59,18,52,53,,,,98
Position_327,39,60,55,27,,65,64,50,56,50,51,34,36,,,,90,60,59,18,52,53,,,,97
Position_328,39,59,54,26,,66,65,50,56,50,51,33,35,,,,90,60,58,17,51,53,,,,97
Position_329,40,59,54,25,,67,66,50,55,50,51,32,34,,,,90,60,58,17,51,52,,,,97
Position_330,40,58,53,24,,68,66,50,55,50,51,31,34,,,,91,59,58,17,51,52,,,,97
Position_331,41,58,53,23,,69,66,50,55,50,51,29,34,,,,91,59,58,17,51,52,,,,97
Position_332,42,58,52,22,,69,66,50,55,50,50,28,34,,,,91,58,58,17,51,52,,,,97
Position_333,42,57,52,21,,70,66,50,54,50,50,27,34,,,,91,58,58,17,51,52,,,,97
Position_334,43,57,51,20,,71,65,50,54,50,50,26,35,,,,91,57,58,16,51,52,,,,97
Position_335,43,56,51,19,,72,65,50,54,50,50,25,35,,,,92,57,57,16,51,52,,,,96
Position_336,44,56,50,18,,73,64,50,54,50,50,24,36,,,,92,56,57,16,51,52,,,,96
Position_337,44,55,50,17,,74,64,50,53,50,50,22,36,,,,92,56,57,16,51,52,,,,96
Position_338,44,55,50,16,,75,63,50,53,50,50,21,37,,,,92,56,57,16,51,51,,,,96
Position_339,45,55,49,15,,76,62,50,53,50,50,20,38,,,,92,55,57,16,51,51,,,,96
Position_340,45,54,49,15,,77,61,50,53,50,50,19,39,,,,92,55,57,16,51,51,,,,96
Position_341,46,54,48,14,,78,60,50,53,50,50,18,40,,,,93,54,57,15,51,51,,,,96
Position_342,46,54,48,13,,78,59,50,52,50,50,17,41,,,,93,54,57,15,51,51,,,,96
Position_343,47,53,48,12,,79,58,50,52,50,50,16,42,,,,93,54,57,15,51,51,,,,96
Position_344,47,53,47,12,,80,57,50,52,50,50,15,43,,,,93,53,56,15,51,51,,,,96
Position_345,47,53,47,11,,81,56,50,52,50,50,14,44,,,,93,53,56,15,50,51,,,,95
Position_346,48,52,47,10,,81,55,50,51,50,50,13,45,,,,93,52,56,15,50,51,,,,95
Position_347,48,52,46,10,,82,54,50,51,50,50,12,46,,,,94,52,56,15,50,51,,,,95
Position_348,48,52,46,9,,82,53,50,51,50,50,11,47,,,,94,52,56,15,50,51,,,,95
Position_349,48,51,46,8,,83,53,50,51,50,50,10,47,,,,94,52,56,14,50,50,,,,95
Position_350,49,51,46,8,,83,52,50,51,50,50,9,48,,,,94,51,56,14,50,50,,,,95
Position_351,49,51,45,7,,84,51,50,51,50,50,9,49,,,,94,51,56,14,50,50,,,,95
Position_352,49,51,45,7,,84,51,50,51,50,50,8,49,,,,94,51,56,14,50,50,,,,95
Position_353,49,51,45,7,,85,50,50,50,50,50,7,50,,,,94,51,56,14,50,50,,,,95
Position_354,50,50,45,6,,85,50,50,50,50,50,7,50,,,,94,50,56,14,50,50,,,,95
Position_355,50,50,45,6,,85,50,50,50,50,50,7,50,,,,94,50,56,14,50,50,,,,95
Position_356,50,50,45,6,,86,50,50,50,50,50,6,50,,,,94,50,56,14,50,50,,,,95
Position_357,50,50,45,6,,86,50,50,50,50,50,6,50,,,,94,50,56,14,50,50,,,,95
Position_358,50,50,44,5,,86,50,50,50,50,50,6,50,,,,95,50,56,14,50,50,,,,95
Position_359,50,50,44,5,,86,50,50,50,50,50,6,50,,,,95,50,56,14,50,50,,,,95
Position_360,50,50,44,5,,86,50,50,50,50,50,5,50,,,,95,50,56,14,50,50,,,,95
